chr,position,score,mac,maf,gve
4,6015095,2.5077677,18,0.10169491,N/A
4,6118841,2.5077677,18,0.10169491,N/A
4,6769578,2.5077677,18,0.10169491,N/A
4,10618678,2.5077677,18,0.10169491,N/A
4,10621476,2.5077677,18,0.10169491,N/A
4,13306613,2.5077677,18,0.10169491,N/A
4,13784315,2.5077677,18,0.10169491,N/A
4,13819667,2.5077677,18,0.10169491,N/A
5,978940,2.5077677,18,0.10169491,N/A
5,2739030,2.5077677,18,0.10169491,N/A
5,3226246,2.5077677,18,0.10169491,N/A
5,8427481,2.5077677,18,0.10169491,N/A
5,8466286,2.5077677,18,0.10169491,N/A
5,11024470,2.5077677,18,0.10169491,N/A
5,13988470,2.5077677,18,0.10169491,N/A
5,14901428,2.5077677,18,0.10169491,N/A
5,18008406,2.5077677,18,0.10169491,N/A
5,18591091,2.5077677,18,0.10169491,N/A
5,18591309,2.5077677,18,0.10169491,N/A
5,18596168,2.5077677,18,0.10169491,N/A
5,18605270,2.5077677,18,0.10169491,N/A
5,22890562,2.5077677,18,0.10169491,N/A
1,12155365,2.503656,54,0.30508474,N/A
3,9159297,2.503656,54,0.30508474,N/A
5,25517293,2.503656,54,0.30508474,N/A
1,6802130,2.501462,84,0.47457626,N/A
1,22679287,2.501462,84,0.47457626,N/A
1,24225512,2.501462,84,0.47457626,N/A
1,26354963,2.501462,84,0.47457626,N/A
3,9512730,2.501462,84,0.47457626,N/A
3,10163151,2.501462,84,0.47457626,N/A
3,12352210,2.501462,84,0.47457626,N/A
3,12352466,2.501462,84,0.47457626,N/A
4,14657891,2.501462,84,0.47457626,N/A
4,14661732,2.501462,84,0.47457626,N/A
4,14663521,2.501462,84,0.47457626,N/A
5,4729801,2.501462,84,0.47457626,N/A
5,18600530,2.501462,84,0.47457626,N/A
1,5880781,2.5014112,49,0.27683616,N/A
1,8753154,2.5014112,49,0.27683616,N/A
1,9528356,2.5014112,49,0.27683616,N/A
1,14196057,2.5014112,49,0.27683616,N/A
1,17326812,2.5014112,49,0.27683616,N/A
1,30325115,2.5014112,49,0.27683616,N/A
1,30328053,2.5014112,49,0.27683616,N/A
3,757354,2.5014112,49,0.27683616,N/A
3,2462624,2.5014112,49,0.27683616,N/A
3,3799434,2.5014112,49,0.27683616,N/A
3,3804983,2.5014112,49,0.27683616,N/A
3,7385895,2.5014112,49,0.27683616,N/A
3,10187729,2.5014112,49,0.27683616,N/A
3,14963368,2.5014112,49,0.27683616,N/A
4,124713,2.5014112,49,0.27683616,N/A
5,52205,2.5014112,49,0.27683616,N/A
5,16212905,2.5014112,49,0.27683616,N/A
5,18891911,2.5014112,49,0.27683616,N/A
5,22317844,2.5014112,49,0.27683616,N/A
5,26693663,2.5014112,49,0.27683616,N/A
1,174829,2.4982266,25,0.14124294,N/A
1,175125,2.4982266,25,0.14124294,N/A
1,902498,2.4982266,25,0.14124294,N/A
1,1238179,2.4982266,25,0.14124294,N/A
1,8760362,2.4982266,25,0.14124294,N/A
1,10540165,2.4982266,25,0.14124294,N/A
1,11810046,2.4982266,25,0.14124294,N/A
1,11811630,2.4982266,25,0.14124294,N/A
1,18145194,2.4982266,25,0.14124294,N/A
1,18145493,2.4982266,25,0.14124294,N/A
1,18148553,2.4982266,25,0.14124294,N/A
1,18314637,2.4982266,25,0.14124294,N/A
1,19078873,2.4982266,25,0.14124294,N/A
1,23781026,2.4982266,25,0.14124294,N/A
1,23871084,2.4982266,25,0.14124294,N/A
1,26511534,2.4982266,25,0.14124294,N/A
1,28377583,2.4982266,25,0.14124294,N/A
1,28377703,2.4982266,25,0.14124294,N/A
1,28420404,2.4982266,25,0.14124294,N/A
1,29209707,2.4982266,25,0.14124294,N/A
2,1934318,2.4982266,25,0.14124294,N/A
2,2315512,2.4982266,25,0.14124294,N/A
2,8621039,2.4982266,25,0.14124294,N/A
2,16262318,2.4982266,25,0.14124294,N/A
2,16263407,2.4982266,25,0.14124294,N/A
2,17088258,2.4982266,25,0.14124294,N/A
2,17874213,2.4982266,25,0.14124294,N/A
2,17875503,2.4982266,25,0.14124294,N/A
3,415328,2.4982266,25,0.14124294,N/A
3,2291729,2.4982266,25,0.14124294,N/A
3,5273280,2.4982266,25,0.14124294,N/A
3,7435255,2.4982266,25,0.14124294,N/A
3,9154229,2.4982266,25,0.14124294,N/A
3,11292273,2.4982266,25,0.14124294,N/A
3,11739894,2.4982266,25,0.14124294,N/A
3,17935120,2.4982266,25,0.14124294,N/A
3,18156040,2.4982266,25,0.14124294,N/A
3,18706302,2.4982266,25,0.14124294,N/A
3,22100667,2.4982266,25,0.14124294,N/A
4,88925,2.4982266,25,0.14124294,N/A
4,5656614,2.4982266,25,0.14124294,N/A
4,6741269,2.4982266,25,0.14124294,N/A
4,11754283,2.4982266,25,0.14124294,N/A
4,17661623,2.4982266,25,0.14124294,N/A
5,3120440,2.4982266,25,0.14124294,N/A
5,3378279,2.4982266,25,0.14124294,N/A
5,7249443,2.4982266,25,0.14124294,N/A
5,14574931,2.4982266,25,0.14124294,N/A
5,14575026,2.4982266,25,0.14124294,N/A
5,14576048,2.4982266,25,0.14124294,N/A
5,14678840,2.4982266,25,0.14124294,N/A
5,18498586,2.4982266,25,0.14124294,N/A
5,18886402,2.4982266,25,0.14124294,N/A
5,24481942,2.4982266,25,0.14124294,N/A
1,12933151,2.4937763,47,0.26553673,N/A
1,13733508,2.4937763,47,0.26553673,N/A
1,18896360,2.4937763,47,0.26553673,N/A
2,14605499,2.4937763,47,0.26553673,N/A
2,14614644,2.4937763,47,0.26553673,N/A
5,25513452,2.4937763,47,0.26553673,N/A
1,8053856,2.493072,58,0.32768363,N/A
1,18154165,2.493072,58,0.32768363,N/A
1,22345780,2.493072,58,0.32768363,N/A
1,26502215,2.493072,58,0.32768363,N/A
2,2319197,2.493072,58,0.32768363,N/A
2,2385558,2.493072,58,0.32768363,N/A
2,8597262,2.493072,58,0.32768363,N/A
3,14584270,2.493072,58,0.32768363,N/A
4,2477318,2.493072,58,0.32768363,N/A
4,2477336,2.493072,58,0.32768363,N/A
5,1603065,2.493072,58,0.32768363,N/A
5,6938835,2.493072,58,0.32768363,N/A
5,22712789,2.493072,58,0.32768363,N/A
1,18547690,2.4610677,78,0.44067797,N/A
1,26482549,2.4610677,78,0.44067797,N/A
2,1868498,2.4610677,78,0.44067797,N/A
2,5800792,2.4610677,78,0.44067797,N/A
2,7310618,2.4610677,78,0.44067797,N/A
3,8222759,2.4610677,78,0.44067797,N/A
3,13143819,2.4610677,78,0.44067797,N/A
3,23276239,2.4610677,78,0.44067797,N/A
4,7482903,2.4610677,78,0.44067797,N/A
4,14662964,2.4610677,78,0.44067797,N/A
5,1035348,2.4610677,78,0.44067797,N/A
5,8569859,2.4610677,78,0.44067797,N/A
1,22317951,2.4596272,88,0.49717513,N/A
1,26762718,2.4596272,88,0.49717513,N/A
2,7058806,2.4596272,88,0.49717513,N/A
3,5310166,2.4596272,88,0.49717513,N/A
3,10481435,2.4596272,88,0.49717513,N/A
4,10181817,2.4596272,88,0.49717513,N/A
4,17465700,2.4596272,88,0.49717513,N/A
4,17669733,2.4596272,88,0.49717513,N/A
1,292520,2.4582725,60,0.33898306,N/A
1,13429612,2.4582725,60,0.33898306,N/A
1,26483941,2.4582725,60,0.33898306,N/A
1,26484153,2.4582725,60,0.33898306,N/A
2,16326247,2.4582725,60,0.33898306,N/A
3,650799,2.4582725,60,0.33898306,N/A
3,5067483,2.4582725,60,0.33898306,N/A
3,7492059,2.4582725,60,0.33898306,N/A
3,10222245,2.4582725,60,0.33898306,N/A
3,18232798,2.4582725,60,0.33898306,N/A
4,1228807,2.4582725,60,0.33898306,N/A
5,5833749,2.4582725,60,0.33898306,N/A
1,283155,2.4580295,45,0.2542373,N/A
1,596314,2.4580295,45,0.2542373,N/A
1,683922,2.4580295,45,0.2542373,N/A
1,893461,2.4580295,45,0.2542373,N/A
1,4386558,2.4580295,45,0.2542373,N/A
1,4387213,2.4580295,45,0.2542373,N/A
1,13474529,2.4580295,45,0.2542373,N/A
1,26365175,2.4580295,45,0.2542373,N/A
2,5554150,2.4580295,45,0.2542373,N/A
2,10739940,2.4580295,45,0.2542373,N/A
3,754220,2.4580295,45,0.2542373,N/A
3,5375658,2.4580295,45,0.2542373,N/A
3,10166214,2.4580295,45,0.2542373,N/A
3,15608825,2.4580295,45,0.2542373,N/A
3,15881975,2.4580295,45,0.2542373,N/A
3,16253263,2.4580295,45,0.2542373,N/A
4,18255824,2.4580295,45,0.2542373,N/A
5,3224803,2.4580295,45,0.2542373,N/A
5,7525199,2.4580295,45,0.2542373,N/A
5,7525275,2.4580295,45,0.2542373,N/A
5,7695580,2.4580295,45,0.2542373,N/A
5,7704845,2.4580295,45,0.2542373,N/A
5,7714189,2.4580295,45,0.2542373,N/A
5,18702886,2.4580295,45,0.2542373,N/A
5,25845886,2.4580295,45,0.2542373,N/A
1,2852039,2.454536,4,0.02259887,N/A
1,8182301,2.454536,4,0.02259887,N/A
1,18114261,2.454536,4,0.02259887,N/A
1,18119458,2.454536,4,0.02259887,N/A
1,18253209,2.454536,4,0.02259887,N/A
1,18259580,2.454536,4,0.02259887,N/A
1,21505927,2.454536,4,0.02259887,N/A
1,29064168,2.454536,4,0.02259887,N/A
1,30364180,2.454536,4,0.02259887,N/A
2,1662289,2.454536,4,0.02259887,N/A
2,6845371,2.454536,4,0.02259887,N/A
3,2793139,2.454536,4,0.02259887,N/A
3,9545269,2.454536,4,0.02259887,N/A
3,9674783,2.454536,4,0.02259887,N/A
3,9676523,2.454536,4,0.02259887,N/A
3,10620147,2.454536,4,0.02259887,N/A
3,15077221,2.454536,4,0.02259887,N/A
3,16394557,2.454536,4,0.02259887,N/A
3,16869147,2.454536,4,0.02259887,N/A
3,21463041,2.454536,4,0.02259887,N/A
3,21466147,2.454536,4,0.02259887,N/A
4,6456260,2.454536,4,0.02259887,N/A
4,9808126,2.454536,4,0.02259887,N/A
4,10068890,2.454536,4,0.02259887,N/A
5,1568647,2.454536,4,0.02259887,N/A
5,4410116,2.454536,4,0.02259887,N/A
5,9855852,2.454536,4,0.02259887,N/A
5,14768419,2.454536,4,0.02259887,N/A
5,15902519,2.454536,4,0.02259887,N/A
5,22176464,2.454536,4,0.02259887,N/A
5,22177754,2.454536,4,0.02259887,N/A
5,23969634,2.454536,4,0.02259887,N/A
5,24705573,2.454536,4,0.02259887,N/A
1,22363675,2.450069,63,0.3559322,N/A
2,8144641,2.450069,63,0.3559322,N/A
2,16327621,2.450069,63,0.3559322,N/A
2,16611834,2.450069,63,0.3559322,N/A
2,19491625,2.450069,63,0.3559322,N/A
3,16566756,2.450069,63,0.3559322,N/A
4,6741541,2.450069,63,0.3559322,N/A
4,7105554,2.450069,63,0.3559322,N/A
4,16988138,2.450069,63,0.3559322,N/A
4,17401850,2.450069,63,0.3559322,N/A
5,5809568,2.450069,63,0.3559322,N/A
5,7342843,2.450069,63,0.3559322,N/A
5,9132514,2.450069,63,0.3559322,N/A
5,17924851,2.450069,63,0.3559322,N/A
5,24013043,2.450069,63,0.3559322,N/A
1,4913233,2.444551,39,0.22033899,N/A
1,7091287,2.444551,39,0.22033899,N/A
1,13001733,2.444551,39,0.22033899,N/A
1,21504735,2.444551,39,0.22033899,N/A
1,28373198,2.444551,39,0.22033899,N/A
2,10649452,2.444551,39,0.22033899,N/A
3,4513630,2.444551,39,0.22033899,N/A
3,7674382,2.444551,39,0.22033899,N/A
3,15797695,2.444551,39,0.22033899,N/A
3,15799059,2.444551,39,0.22033899,N/A
3,21218297,2.444551,39,0.22033899,N/A
4,10007198,2.444551,39,0.22033899,N/A
1,3471298,2.4422245,9,0.050847456,N/A
1,3471972,2.4422245,9,0.050847456,N/A
1,3881432,2.4422245,9,0.050847456,N/A
1,4834241,2.4422245,9,0.050847456,N/A
1,7083996,2.4422245,9,0.050847456,N/A
1,8738748,2.4422245,9,0.050847456,N/A
1,9598802,2.4422245,9,0.050847456,N/A
1,11082159,2.4422245,9,0.050847456,N/A
1,19462972,2.4422245,9,0.050847456,N/A
1,21763356,2.4422245,9,0.050847456,N/A
1,23553511,2.4422245,9,0.050847456,N/A
1,23792773,2.4422245,9,0.050847456,N/A
1,24251162,2.4422245,9,0.050847456,N/A
1,24259238,2.4422245,9,0.050847456,N/A
1,24369693,2.4422245,9,0.050847456,N/A
1,27167506,2.4422245,9,0.050847456,N/A
1,28128953,2.4422245,9,0.050847456,N/A
2,1563350,2.4422245,9,0.050847456,N/A
2,1941942,2.4422245,9,0.050847456,N/A
2,2037980,2.4422245,9,0.050847456,N/A
2,2072787,2.4422245,9,0.050847456,N/A
2,5036353,2.4422245,9,0.050847456,N/A
2,15862194,2.4422245,9,0.050847456,N/A
2,15868021,2.4422245,9,0.050847456,N/A
2,16978033,2.4422245,9,0.050847456,N/A
2,17628686,2.4422245,9,0.050847456,N/A
3,105812,2.4422245,9,0.050847456,N/A
3,3588025,2.4422245,9,0.050847456,N/A
3,5780231,2.4422245,9,0.050847456,N/A
3,7022610,2.4422245,9,0.050847456,N/A
3,7382338,2.4422245,9,0.050847456,N/A
3,7383761,2.4422245,9,0.050847456,N/A
3,8570566,2.4422245,9,0.050847456,N/A
3,10503116,2.4422245,9,0.050847456,N/A
3,12174602,2.4422245,9,0.050847456,N/A
3,12583472,2.4422245,9,0.050847456,N/A
3,17870802,2.4422245,9,0.050847456,N/A
3,17909698,2.4422245,9,0.050847456,N/A
3,18049939,2.4422245,9,0.050847456,N/A
3,18053975,2.4422245,9,0.050847456,N/A
3,18315790,2.4422245,9,0.050847456,N/A
3,23209471,2.4422245,9,0.050847456,N/A
3,23341220,2.4422245,9,0.050847456,N/A
4,1154583,2.4422245,9,0.050847456,N/A
4,1483189,2.4422245,9,0.050847456,N/A
4,1991189,2.4422245,9,0.050847456,N/A
4,4079335,2.4422245,9,0.050847456,N/A
4,6266198,2.4422245,9,0.050847456,N/A
4,6381929,2.4422245,9,0.050847456,N/A
4,6443100,2.4422245,9,0.050847456,N/A
4,6476577,2.4422245,9,0.050847456,N/A
4,6476591,2.4422245,9,0.050847456,N/A
4,6496886,2.4422245,9,0.050847456,N/A
4,6522553,2.4422245,9,0.050847456,N/A
4,9723223,2.4422245,9,0.050847456,N/A
4,10886947,2.4422245,9,0.050847456,N/A
4,11649386,2.4422245,9,0.050847456,N/A
4,12463494,2.4422245,9,0.050847456,N/A
4,12463905,2.4422245,9,0.050847456,N/A
4,12464214,2.4422245,9,0.050847456,N/A
4,12729232,2.4422245,9,0.050847456,N/A
4,13552461,2.4422245,9,0.050847456,N/A
5,2947688,2.4422245,9,0.050847456,N/A
5,3141091,2.4422245,9,0.050847456,N/A
5,3154407,2.4422245,9,0.050847456,N/A
5,3170891,2.4422245,9,0.050847456,N/A
5,7641942,2.4422245,9,0.050847456,N/A
5,8372984,2.4422245,9,0.050847456,N/A
5,14234577,2.4422245,9,0.050847456,N/A
5,19517309,2.4422245,9,0.050847456,N/A
5,21056309,2.4422245,9,0.050847456,N/A
5,21057870,2.4422245,9,0.050847456,N/A
5,23234744,2.4422245,9,0.050847456,N/A
5,23959434,2.4422245,9,0.050847456,N/A
5,24766658,2.4422245,9,0.050847456,N/A
5,25033573,2.4422245,9,0.050847456,N/A
5,25054723,2.4422245,9,0.050847456,N/A
5,25951873,2.4422245,9,0.050847456,N/A
5,25953469,2.4422245,9,0.050847456,N/A
5,25956104,2.4422245,9,0.050847456,N/A
5,25956972,2.4422245,9,0.050847456,N/A
5,25957532,2.4422245,9,0.050847456,N/A
1,7032238,2.4397402,72,0.40677965,N/A
2,10220887,2.4397402,72,0.40677965,N/A
2,10220960,2.4397402,72,0.40677965,N/A
2,16370409,2.4397402,72,0.40677965,N/A
2,17100341,2.4397402,72,0.40677965,N/A
3,18232492,2.4397402,72,0.40677965,N/A
4,13836220,2.4397402,72,0.40677965,N/A
5,4013008,2.4397402,72,0.40677965,N/A
1,818004,2.439469,29,0.16384181,N/A
1,4396705,2.439469,29,0.16384181,N/A
1,5384221,2.439469,29,0.16384181,N/A
1,6297068,2.439469,29,0.16384181,N/A
1,13868215,2.439469,29,0.16384181,N/A
1,13881110,2.439469,29,0.16384181,N/A
1,18109571,2.439469,29,0.16384181,N/A
1,22361861,2.439469,29,0.16384181,N/A
1,26704616,2.439469,29,0.16384181,N/A
2,8085041,2.439469,29,0.16384181,N/A
2,11519474,2.439469,29,0.16384181,N/A
2,17157519,2.439469,29,0.16384181,N/A
2,17778338,2.439469,29,0.16384181,N/A
3,4880688,2.439469,29,0.16384181,N/A
3,9143726,2.439469,29,0.16384181,N/A
3,12011006,2.439469,29,0.16384181,N/A
3,12299757,2.439469,29,0.16384181,N/A
3,16580717,2.439469,29,0.16384181,N/A
3,18239538,2.439469,29,0.16384181,N/A
3,18628623,2.439469,29,0.16384181,N/A
3,21558466,2.439469,29,0.16384181,N/A
4,80617,2.439469,29,0.16384181,N/A
4,6767157,2.439469,29,0.16384181,N/A
4,9391970,2.439469,29,0.16384181,N/A
4,12031301,2.439469,29,0.16384181,N/A
4,15573588,2.439469,29,0.16384181,N/A
5,1379498,2.439469,29,0.16384181,N/A
5,3212429,2.439469,29,0.16384181,N/A
5,3317101,2.439469,29,0.16384181,N/A
5,5199834,2.439469,29,0.16384181,N/A
5,5759605,2.439469,29,0.16384181,N/A
5,9106929,2.439469,29,0.16384181,N/A
5,14189053,2.439469,29,0.16384181,N/A
5,19291111,2.439469,29,0.16384181,N/A
5,20925636,2.439469,29,0.16384181,N/A
5,22894696,2.439469,29,0.16384181,N/A
5,25967112,2.439469,29,0.16384181,N/A
2,8329139,2.438165,66,0.37288135,N/A
3,10838576,2.438165,66,0.37288135,N/A
5,25863177,2.438165,66,0.37288135,N/A
1,557507,2.4344943,15,0.084745765,N/A
1,4392379,2.4344943,15,0.084745765,N/A
1,4828626,2.4344943,15,0.084745765,N/A
1,5041862,2.4344943,15,0.084745765,N/A
1,5706215,2.4344943,15,0.084745765,N/A
1,6446724,2.4344943,15,0.084745765,N/A
1,6797180,2.4344943,15,0.084745765,N/A
1,11927314,2.4344943,15,0.084745765,N/A
1,13410627,2.4344943,15,0.084745765,N/A
1,13412707,2.4344943,15,0.084745765,N/A
1,13417189,2.4344943,15,0.084745765,N/A
1,13436611,2.4344943,15,0.084745765,N/A
1,17981290,2.4344943,15,0.084745765,N/A
1,18310770,2.4344943,15,0.084745765,N/A
1,18319330,2.4344943,15,0.084745765,N/A
1,18428248,2.4344943,15,0.084745765,N/A
1,23575971,2.4344943,15,0.084745765,N/A
1,23866281,2.4344943,15,0.084745765,N/A
1,23869353,2.4344943,15,0.084745765,N/A
1,25394989,2.4344943,15,0.084745765,N/A
1,26697840,2.4344943,15,0.084745765,N/A
2,388999,2.4344943,15,0.084745765,N/A
2,2170262,2.4344943,15,0.084745765,N/A
2,11284721,2.4344943,15,0.084745765,N/A
2,13018026,2.4344943,15,0.084745765,N/A
2,15245356,2.4344943,15,0.084745765,N/A
2,15858731,2.4344943,15,0.084745765,N/A
2,15949545,2.4344943,15,0.084745765,N/A
2,17430537,2.4344943,15,0.084745765,N/A
3,2659199,2.4344943,15,0.084745765,N/A
3,3075522,2.4344943,15,0.084745765,N/A
3,3082485,2.4344943,15,0.084745765,N/A
3,3767910,2.4344943,15,0.084745765,N/A
3,4530602,2.4344943,15,0.084745765,N/A
3,5753815,2.4344943,15,0.084745765,N/A
3,8784564,2.4344943,15,0.084745765,N/A
3,9062816,2.4344943,15,0.084745765,N/A
3,9130218,2.4344943,15,0.084745765,N/A
3,9157302,2.4344943,15,0.084745765,N/A
3,9285982,2.4344943,15,0.084745765,N/A
3,10231685,2.4344943,15,0.084745765,N/A
3,14936986,2.4344943,15,0.084745765,N/A
3,15182573,2.4344943,15,0.084745765,N/A
3,18583833,2.4344943,15,0.084745765,N/A
3,19189478,2.4344943,15,0.084745765,N/A
3,21791822,2.4344943,15,0.084745765,N/A
3,23344938,2.4344943,15,0.084745765,N/A
4,2242595,2.4344943,15,0.084745765,N/A
4,3324333,2.4344943,15,0.084745765,N/A
4,3334607,2.4344943,15,0.084745765,N/A
4,5651749,2.4344943,15,0.084745765,N/A
4,11002939,2.4344943,15,0.084745765,N/A
4,12726251,2.4344943,15,0.084745765,N/A
4,12841225,2.4344943,15,0.084745765,N/A
4,13250691,2.4344943,15,0.084745765,N/A
4,17521057,2.4344943,15,0.084745765,N/A
5,1076063,2.4344943,15,0.084745765,N/A
5,5948913,2.4344943,15,0.084745765,N/A
5,6531656,2.4344943,15,0.084745765,N/A
5,7489332,2.4344943,15,0.084745765,N/A
5,8432231,2.4344943,15,0.084745765,N/A
5,13969703,2.4344943,15,0.084745765,N/A
5,14115280,2.4344943,15,0.084745765,N/A
5,14117270,2.4344943,15,0.084745765,N/A
5,19432136,2.4344943,15,0.084745765,N/A
5,23303350,2.4344943,15,0.084745765,N/A
2,2025362,2.4310772,83,0.46892655,N/A
2,2945155,2.4310772,83,0.46892655,N/A
3,345685,2.4310772,83,0.46892655,N/A
3,20112365,2.4310772,83,0.46892655,N/A
5,7570213,2.4310772,83,0.46892655,N/A
5,10207431,2.4310772,83,0.46892655,N/A
5,14616325,2.4310772,83,0.46892655,N/A
5,19738347,2.4310772,83,0.46892655,N/A
1,11695237,2.427281,41,0.23163842,N/A
1,29270940,2.427281,41,0.23163842,N/A
2,4964465,2.427281,41,0.23163842,N/A
2,7514781,2.427281,41,0.23163842,N/A
2,10826867,2.427281,41,0.23163842,N/A
2,12527199,2.427281,41,0.23163842,N/A
3,349059,2.427281,41,0.23163842,N/A
3,6305984,2.427281,41,0.23163842,N/A
3,15607505,2.427281,41,0.23163842,N/A
3,15882500,2.427281,41,0.23163842,N/A
3,16975471,2.427281,41,0.23163842,N/A
4,6755325,2.427281,41,0.23163842,N/A
4,7122910,2.427281,41,0.23163842,N/A
5,6202895,2.427281,41,0.23163842,N/A
5,7333559,2.427281,41,0.23163842,N/A
5,7549817,2.427281,41,0.23163842,N/A
5,14280670,2.427281,41,0.23163842,N/A
5,21575427,2.427281,41,0.23163842,N/A
5,26726206,2.427281,41,0.23163842,N/A
1,11853589,2.424545,54,0.30508474,N/A
1,13435439,2.424545,54,0.30508474,N/A
1,15912160,2.424545,54,0.30508474,N/A
1,17033135,2.424545,54,0.30508474,N/A
2,1497437,2.424545,54,0.30508474,N/A
2,10715525,2.424545,54,0.30508474,N/A
2,10715874,2.424545,54,0.30508474,N/A
3,301582,2.424545,54,0.30508474,N/A
3,7730116,2.424545,54,0.30508474,N/A
3,10188687,2.424545,54,0.30508474,N/A
4,13404006,2.424545,54,0.30508474,N/A
4,13980557,2.424545,54,0.30508474,N/A
5,8505756,2.424545,54,0.30508474,N/A
5,18448121,2.424545,54,0.30508474,N/A
5,18546564,2.424545,54,0.30508474,N/A
5,21727834,2.424545,54,0.30508474,N/A
1,4836335,2.424011,68,0.38418078,N/A
1,7101903,2.424011,68,0.38418078,N/A
1,17032973,2.424011,68,0.38418078,N/A
1,22569997,2.424011,68,0.38418078,N/A
1,22896023,2.424011,68,0.38418078,N/A
1,26412726,2.424011,68,0.38418078,N/A
1,26427265,2.424011,68,0.38418078,N/A
3,6078653,2.424011,68,0.38418078,N/A
3,14254676,2.424011,68,0.38418078,N/A
4,7614691,2.424011,68,0.38418078,N/A
5,4579020,2.424011,68,0.38418078,N/A
5,19065971,2.424011,68,0.38418078,N/A
5,26692472,2.424011,68,0.38418078,N/A
1,26448128,2.4162788,53,0.29943502,N/A
3,5879252,2.4162788,53,0.29943502,N/A
3,7745467,2.4162788,53,0.29943502,N/A
3,9157169,2.4162788,53,0.29943502,N/A
4,7055551,2.4162788,53,0.29943502,N/A
1,11869440,2.4154556,78,0.44067797,N/A
1,24573515,2.4154556,78,0.44067797,N/A
2,11137033,2.4154556,78,0.44067797,N/A
2,11991344,2.4154556,78,0.44067797,N/A
2,11995128,2.4154556,78,0.44067797,N/A
3,12285103,2.4154556,78,0.44067797,N/A
3,12312812,2.4154556,78,0.44067797,N/A
3,19806019,2.4154556,78,0.44067797,N/A
5,17516822,2.4154556,78,0.44067797,N/A
5,18044855,2.4154556,78,0.44067797,N/A
1,950256,2.4135535,33,0.18644068,N/A
1,4325711,2.4135535,33,0.18644068,N/A
1,7106436,2.4135535,33,0.18644068,N/A
1,8720575,2.4135535,33,0.18644068,N/A
1,9465144,2.4135535,33,0.18644068,N/A
1,13470784,2.4135535,33,0.18644068,N/A
1,14484607,2.4135535,33,0.18644068,N/A
1,17772152,2.4135535,33,0.18644068,N/A
1,19652143,2.4135535,33,0.18644068,N/A
1,19652363,2.4135535,33,0.18644068,N/A
1,22781231,2.4135535,33,0.18644068,N/A
1,24195745,2.4135535,33,0.18644068,N/A
1,24292854,2.4135535,33,0.18644068,N/A
2,7075945,2.4135535,33,0.18644068,N/A
2,8085252,2.4135535,33,0.18644068,N/A
2,8192193,2.4135535,33,0.18644068,N/A
2,16436903,2.4135535,33,0.18644068,N/A
3,4773223,2.4135535,33,0.18644068,N/A
3,4974748,2.4135535,33,0.18644068,N/A
3,16631870,2.4135535,33,0.18644068,N/A
3,18835787,2.4135535,33,0.18644068,N/A
3,21386192,2.4135535,33,0.18644068,N/A
4,6369956,2.4135535,33,0.18644068,N/A
5,819513,2.4135535,33,0.18644068,N/A
5,3219897,2.4135535,33,0.18644068,N/A
5,11199630,2.4135535,33,0.18644068,N/A
5,14252793,2.4135535,33,0.18644068,N/A
5,14252879,2.4135535,33,0.18644068,N/A
5,15804985,2.4135535,33,0.18644068,N/A
5,22757330,2.4135535,33,0.18644068,N/A
5,23075487,2.4135535,33,0.18644068,N/A
5,24756587,2.4135535,33,0.18644068,N/A
2,10742176,2.4128873,73,0.4124294,N/A
3,10226758,2.4128873,73,0.4124294,N/A
3,18140427,2.4128873,73,0.4124294,N/A
4,15692522,2.4128873,73,0.4124294,N/A
5,23031323,2.4128873,73,0.4124294,N/A
1,4382831,2.411319,37,0.20903955,N/A
1,7089072,2.411319,37,0.20903955,N/A
1,7544403,2.411319,37,0.20903955,N/A
1,8636795,2.411319,37,0.20903955,N/A
1,13497239,2.411319,37,0.20903955,N/A
1,21753403,2.411319,37,0.20903955,N/A
1,26752787,2.411319,37,0.20903955,N/A
2,5671604,2.411319,37,0.20903955,N/A
3,653622,2.411319,37,0.20903955,N/A
3,5290698,2.411319,37,0.20903955,N/A
3,7637783,2.411319,37,0.20903955,N/A
3,21302394,2.411319,37,0.20903955,N/A
4,12108995,2.411319,37,0.20903955,N/A
5,968298,2.411319,37,0.20903955,N/A
5,6440376,2.411319,37,0.20903955,N/A
5,13991178,2.411319,37,0.20903955,N/A
5,15426072,2.411319,37,0.20903955,N/A
5,17235515,2.411319,37,0.20903955,N/A
5,20963321,2.411319,37,0.20903955,N/A
5,24755404,2.411319,37,0.20903955,N/A
5,26668844,2.411319,37,0.20903955,N/A
5,26726432,2.411319,37,0.20903955,N/A
1,10360240,2.4083788,46,0.259887,N/A
2,5628143,2.4083788,46,0.259887,N/A
2,5636011,2.4083788,46,0.259887,N/A
3,954730,2.4083788,46,0.259887,N/A
3,3564915,2.4083788,46,0.259887,N/A
3,5864725,2.4083788,46,0.259887,N/A
3,5874070,2.4083788,46,0.259887,N/A
3,5882620,2.4083788,46,0.259887,N/A
3,16649220,2.4083788,46,0.259887,N/A
3,22399983,2.4083788,46,0.259887,N/A
4,5747360,2.4083788,46,0.259887,N/A
4,12670966,2.4083788,46,0.259887,N/A
5,7720164,2.4083788,46,0.259887,N/A
5,15426560,2.4083788,46,0.259887,N/A
5,18617325,2.4083788,46,0.259887,N/A
5,25513350,2.4083788,46,0.259887,N/A
1,12440296,2.4039683,83,0.46892655,N/A
1,18513603,2.4039683,83,0.46892655,N/A
