"name","transcript_start","transcript_end","strand","chromosome","short_description","Curator_summary","Locus"
"AT1G02800.1",613216,616191,"-","1","cellulase 2","Encodes a protein with similarity to endo-1,4-b-glucanases and is a   member of Glycoside Hydrolase Family 9. CEL2 is induced by nemotodes and is expressed in syncitia induced by  Heterodera schachtii.May be involved in the development and function of syncitia.","AT1G02800"
"AT1G02810.1",618265,620480,"+","1","Plant invertase/pectin methylesterase inhibitor superfamily",NA,"AT1G02810"
"AT1G02813.1",620678,621289,"+","1","Protein of unknown function, DUF538",NA,"AT1G02813"
"AT1G02816.1",621461,622469,"+","1","Protein of unknown function, DUF538",NA,"AT1G02816"
"AT1G02820.1",623765,624475,"-","1","Late embryogenesis abundant 3 (LEA3) family protein",NA,"AT1G02820"
"AT1G02830.1",625145,625608,"-","1","Ribosomal L22e protein family",NA,"AT1G02830"
"AT1G02840.1",626741,629819,"+","1","RNA-binding (RRM/RBD/RNP motifs) family protein","SR34/SR1 is a plant homologue of the human general/alternative splicing factor SF2/ASF. Barta et al (2010) have proposed a nomenclature for Serine/Arginine-Rich Protein Splicing Factors (SR proteins): Plant Cell. 2010, 22:2926.","AT1G02840"
"AT1G02850.4",630505,633259,"+","1","beta glucosidase 11",NA,"AT1G02850"
"AT1G02860.1",635144,637262,"+","1","SPX (SYG1/Pho81/XPR1) domain-containing protein","Encodes a likely ubiquitin E3 ligase with RING and SPX domains that is involved in mediating immune responses.  Targeted by MIR827.","AT1G02860"
"AT1G02870.1",637214,638677,"-","1",NA,NA,"AT1G02870"
"AT1G02880.3",642752,644539,"-","1","thiamin pyrophosphokinase1","Encodes a thiamine pyrophosphokinase capable of producing thiamine pyrophosphate from free thiamine.","AT1G02880"
"AT1G02890.1",645092,651907,"-","1","AAA-type ATPase family protein",NA,"AT1G02890"
"AT1G02900.1",653765,654343,"-","1","rapid alkalinization factor 1","Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide. Mediates  Ca2+-dependent signaling.","AT1G02900"
"AT1G02910.1",655577,658148,"-","1","tetratricopeptide repeat (TPR)-containing protein","Mutants defective in this gene were shown to have a reduced PSII content (overall reduction in the levels of several PSII subunits) and a disrupted grana stack structure. The N-terminal half of the protein contains two tetratricopeptide repeat (TPR) motifs that are arranged tandemly, each consisting of a 34-residue degenerate consensus sequence. The  N-terminal sequence is rich in positive and hydroxylated amino acid residues.","AT1G02910"
"AT1G02920.1",658657,659771,"-","1","glutathione S-transferase 7","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","AT1G02920"
"AT1G02930.1",661177,662427,"-","1","glutathione S-transferase 6","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","AT1G02930"
"AT1G02940.1",663079,664128,"-","1","glutathione S-transferase (class phi) 5","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","AT1G02940"
"AT1G02950.2",665168,666452,"-","1","glutathione S-transferase F4","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","AT1G02950"
"AT1G02960.2",666872,669837,"-","1",NA,NA,"AT1G02960"
"AT1G02965.1",671661,672814,"-","1",NA,NA,"AT1G02965"
"AT1G02970.1",673306,676378,"+","1","WEE1 kinase homolog","Protein kinase that negatively regulates the entry into mitosis.","AT1G02970"
"AT1G02980.1",677869,681310,"+","1","cullin 2","encodes an Arabidopsis cullin","AT1G02980"
"AT1G02990.3",681396,687315,"-","1",NA,NA,"AT1G02990"
"AT1G03000.1",687890,692560,"-","1","peroxin 6","Encodes an apparent ATPase similar to yeast and human protein required for peroxisomal biogenesis.  May facilitate recycling of PEX5, the peroxisomal matrix protein receptor, and thereby promote peroxisomal matrix protein import.","AT1G03000"
"AT1G03010.1",693480,696382,"+","1","Phototropic-responsive NPH3 family protein",NA,"AT1G03010"
"AT1G03020.1",698207,698515,"-","1","Thioredoxin superfamily protein",NA,"AT1G03020"
"AT1G03022.1",699121,699246,"+","1",NA,NA,"AT1G03022"
"AT1G03030.1",701478,703864,"+","1","P-loop containing nucleoside triphosphate hydrolases superfamily protein",NA,"AT1G03030"
"AT1G03040.1",703906,706631,"-","1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",NA,"AT1G03040"
"AT1G03050.1",707726,710041,"+","1","ENTH/ANTH/VHS superfamily protein",NA,"AT1G03050"
"AT1G03055.1",710018,711803,"-","1",NA,"Encodes the ortholog of rice D27.  It is plastid-localized and is required for the inhibition of secondary bud outgrowth and operates on a nonmobile precursor upstream of MAX1 in the SL biosynthesis pathway.","AT1G03055"
"AT1G03060.1",712473,726891,"-","1","Beige/BEACH domain ;WD domain, G-beta repeat protein","Encodes a WD/BEACH domain protein involved in cell morphogenesis.","AT1G03060"
"AT1G03070.1",729935,731557,"+","1","Bax inhibitor-1 family protein",NA,"AT1G03070"
"AT1G03080.1",731611,738056,"-","1","kinase interacting (KIP1-like) family protein",NA,"AT1G03080"
"AT1G03090.2",739679,744184,"+","1","methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)","MCCA is the biotinylated subunit of the dimer MCCase, which is involved in leucine degradation. Both subunits are nuclear coded and the active enzyme is located in the mitochondrion.","AT1G03090"
"AT1G03100.1",743885,746479,"-","1","Pentatricopeptide repeat (PPR) superfamily protein",NA,"AT1G03100"
"AT1G03103.1",747197,748057,"+","1","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",NA,"AT1G03103"
"AT1G03106.1",748102,749034,"-","1",NA,NA,"AT1G03106"
"AT1G03110.1",749246,751963,"+","1","Transducin/WD40 repeat-like superfamily protein","Encodes a gene involved in the modification of nucleosides in tRNA.  Mutants have no 7-methylguanosine.","AT1G03110"
"AT1G03120.1",752271,753140,"+","1","responsive to abscisic acid 28","Atrab28 plays a role in the ion cell balance during late embryogenesis and germination.","AT1G03120"
"AT1G03130.1",753307,754198,"-","1","photosystem I subunit D-2","Encodes a protein predicted by sequence similarity with spinach PsaD to be photosystem I reaction center subunit II (PsaD2)","AT1G03130"
"AT1G03140.1",754371,756303,"-","1","splicing factor Prp18 family protein",NA,"AT1G03140"
"AT1G03150.1",756414,758612,"+","1","Acyl-CoA N-acyltransferases (NAT) superfamily protein",NA,"AT1G03150"
"AT1G03160.1",761282,766153,"+","1","FZO-like","A new plant-specific member of the dynamin superfamily; defines a new protein class within the dynamin superfamily of membrane remodeling GTPases that regulates organization of the thylakoid network in plants. Targeted to chloroplasts and associated with thylakoid and envelope membranes as punctate structures. Knockout mutants have abnormalities in chloroplast and thylakoid morphology, including disorganized grana stacks and alterations in the relative proportions of grana and stroma thylakoids. Overexpression of FZL-GFP also conferred defects in thylakoid organization.","AT1G03160"
"AT1G03170.1",769632,770684,"+","1","Protein of unknown function (DUF3049)","A member of the FAF family proteins encoded by the FANTASTIC FOUR (FAF) genes:   AT4G02810 (FAF1), AT1G03170 (FAF2), AT5G19260 (FAF3) and AT3G06020 (FAF4).  FAFs have the potential to regulate shoot meristem size in Arabidopsis thaliana. FAFs can repress WUS, which ultimately leads to an arrest of meristem activity in FAF overexpressing lines.","AT1G03170"
"AT1G03180.1",773411,775344,"+","1",NA,NA,"AT1G03180"
"AT1G03190.1",775527,780027,"+","1","RAD3-like DNA-binding helicase protein","UV damage and heat induce a common stress response in plants that leads to tissue death and reduced chloroplast function. The UVH6 product is suggested to be a negative regulator of this response.","AT1G03190"
"AT1G03200.1",780602,781285,"+","1",NA,NA,"AT1G03200"
"AT1G03210.1",782948,784240,"+","1","Phenazine biosynthesis PhzC/PhzF protein",NA,"AT1G03210"
"AT1G03220.1",787122,788651,"+","1","Eukaryotic aspartyl protease family protein",NA,"AT1G03220"
"AT1G03230.1",790091,791592,"+","1","Eukaryotic aspartyl protease family protein",NA,"AT1G03230"
"AT1G03240.1",792222,792986,"-","1",NA,NA,"AT1G03240"
"AT1G03250.2",793359,795376,"-","1",NA,NA,"AT1G03250"
"AT1G03260.1",795532,798463,"-","1","SNARE associated Golgi protein family",NA,"AT1G03260"
"AT1G03270.1",799191,802436,"+","1","CBS domain-containing protein with a domain of unknown function (DUF21)",NA,"AT1G03270"
"AT1G03280.1",803035,807066,"+","1","Transcription factor TFIIE, alpha subunit",NA,"AT1G03280"
"AT1G03290.1",807396,810690,"+","1",NA,NA,"AT1G03290"
"AT1G03300.1",811033,813086,"-","1","DOMAIN OF UNKNOWN FUNCTION 724 1","Member of the plant-specific DUF724 protein family. Arabidopsis has 10 DUF724 proteins. Loss of function mutant has a WT phenotype","AT1G03300"
"AT1G03310.2",813486,816749,"+","1","debranching enzyme 1","Encodes a protein with strong similarity to isoamylase (EC:3.2.1.68) however lacks critical residues known to be important for activity. Appears to co localize with ISA1 in the chloroplast isoamylase complex.  Mutations in this gene cause the loss of detectable isoamylase activity and the disruption of normal starch structure. It has been postulated that AtISA2 interacts with AtISA1 to form the Iso1 complex.","AT1G03310"
"AT1G03320.1",817027,817767,"+","1",NA,NA,"AT1G03320"
"AT1G03330.1",817983,819563,"-","1","Small nuclear ribonucleoprotein family protein",NA,"AT1G03330"
"AT1G03340.1",819662,821317,"+","1",NA,NA,"AT1G03340"
"AT1G03350.1",822638,824393,"-","1","BSD domain-containing protein",NA,"AT1G03350"
"AT1G03360.1",824537,826358,"+","1","ribosomal RNA processing 4",NA,"AT1G03360"
"AT1G03365.1",826569,830383,"+","1","RING/U-box superfamily protein",NA,"AT1G03365"
"AT1G03370.1",830627,835361,"+","1","C2 calcium/lipid-binding and GRAM domain containing protein",NA,"AT1G03370"
"AT1G03380.1",835785,840940,"+","1","homolog of yeast autophagy 18 (ATG18) G",NA,"AT1G03380"
"AT1G03390.1",841033,842418,"-","1","HXXXD-type acyl-transferase family protein",NA,"AT1G03390"
"AT1G03400.1",842747,844190,"-","1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","A single copy gene that encodes a protein with sequence similarity to tomato E8 (ACC oxidase, the last step in ethylene biosynthesis) involved in ethylene synthesis and fruit ripening in tomato. This gene is not induced by ethylene in siliques. The transcript is found in siliques, etiolated seedlings, leaves, stems and flowers.","AT1G03400"
"AT1G03410.1",844436,847683,"-","1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",NA,"AT1G03410"
"AT1G03430.1",847873,849500,"+","1","histidine-containing phosphotransfer factor 5","Encodes AHP5, one of the six Arabidopsis thaliana histidine phosphotransfer proteins (AHPs).  AHPs function as redundant positive regulators of cytokinin signaling.  Members of the AHP gene family include: AT3G21510 (AHP1), AT3G29350 (AHP2), AT5G39340 (AHP3), AT3G16360 (AHP4), AT1G03430 (AHP5) and AT1G80100 (AHP6).","AT1G03430"
"AT1G03440.1",852366,854032,"+","1","Leucine-rich repeat (LRR) family protein",NA,"AT1G03440"
"AT1G03445.1",854410,859701,"-","1","Serine/threonine protein phosphatase family protein","encodes a serine?threonine protein phosphatase with an N-terminal Kelch-repeat domain, which is nuclear localized and expressed preferentially in elongating cells. Genetic evidence suggest that this gene plays a redundant role (along with other members of the same gene family) in modulating growth in response to brassinosteroid.","AT1G03445"
"AT1G03457.2",860788,864075,"-","1","RNA-binding (RRM/RBD/RNP motifs) family protein",NA,"AT1G03457"
"AT1G03470.1",865915,867733,"-","1","Kinase interacting (KIP1-like) family protein","Encodes a member of the NET superfamily of proteins that potentially couples different membranes to the actin cytoskeleton in plant cells. It colocalizes with filamentous actin and is localized to the nuclear membrane and the vacuolar membrane.","AT1G03470"
"AT1G03475.1",869051,871211,"-","1","Coproporphyrinogen III oxidase","Encodes coproporphyrinogen III oxidase, a key enzyme in the biosynthetic pathway of chlorophyll and heme, a tetrapyrrole pathway. Mutants express cytological and molecular markers associated with the defense responses, usually activated by pathogen infection.","AT1G03475"
"AT1G03490.1",871874,872906,"+","1","NAC domain containing protein 6",NA,"AT1G03490"
"AT1G03495.1",873184,874935,"+","1","HXXXD-type acyl-transferase family protein",NA,"AT1G03495"
"AT1G03510.1",876258,877547,"-","1","Tetratricopeptide repeat (TPR)-like superfamily protein",NA,"AT1G03510"
"AT1G03520.1",877862,880158,"-","1","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",NA,"AT1G03520"
"AT1G03530.1",880496,883391,"-","1","nuclear assembly factor 1",NA,"AT1G03530"
"AT1G03540.1",883782,885611,"+","1","Pentatricopeptide repeat (PPR-like) superfamily protein",NA,"AT1G03540"
"AT1G03550.1",885623,887956,"-","1","Secretory carrier membrane protein (SCAMP) family protein",NA,"AT1G03550"
"AT1G03560.1",890156,892410,"-","1","Pentatricopeptide repeat (PPR-like) superfamily protein",NA,"AT1G03560"
"AT1G03590.1",894254,897518,"-","1","Protein phosphatase 2C family protein",NA,"AT1G03590"
"AT1G03600.1",898876,899655,"+","1","photosystem II family protein",NA,"AT1G03600"
"AT1G03610.1",900887,903003,"+","1","Protein of unknown function (DUF789)",NA,"AT1G03610"
"AT1G03620.1",904319,906186,"-","1","ELMO/CED-12 family protein",NA,"AT1G03620"
"AT1G03630.1",907642,909376,"+","1","protochlorophyllide oxidoreductase C","Encodes for a protein with protochlorophyllide oxidoreductase activity. The enzyme is NADPH- and light-dependent.","AT1G03630"
"AT1G03650.1",910023,911193,"-","1","Acyl-CoA N-acyltransferases (NAT) superfamily protein",NA,"AT1G03650"
"AT1G03660.1",911436,911759,"-","1","Ankyrin-repeat containing protein",NA,"AT1G03660"
"AT1G03670.1",914222,916222,"-","1","ankyrin repeat family protein","Ankyrin repeat containing protein","AT1G03670"
"AT1G03680.1",916819,918064,"-","1","thioredoxin M-type 1","encodes a chloroplast thioredoxin similar to prokaryotic thioredoxins.","AT1G03680"
"AT1G03687.1",918299,920507,"+","1","DTW domain-containing protein",NA,"AT1G03687"
"AT1G03700.1",920950,921901,"+","1","Uncharacterised protein family (UPF0497)",NA,"AT1G03700"
"AT1G03710.1",923426,924726,"+","1","Cystatin/monellin superfamily protein",NA,"AT1G03710"
"AT1G03720.1",924996,926373,"-","1","Cysteine proteinases superfamily protein",NA,"AT1G03720"
"AT1G03730.1",930828,931895,"-","1",NA,NA,"AT1G03730"
"AT1G03740.1",933512,937043,"+","1","Protein kinase superfamily protein",NA,"AT1G03740"
"AT1G03750.1",937920,941162,"+","1","switch 2",NA,"AT1G03750"
"AT1G03760.1",941062,943377,"-","1","Prefoldin chaperone subunit family protein",NA,"AT1G03760"
"AT1G03770.2",944572,947483,"+","1","RING 1B","Encodes a nuclear localized protein with similarity to animal polycomb repressive core complex1 (PRC1) core component RING.Appears to function redundantly with ATRING1a, a close paralog. Both interact physically with CLF and LHP1 and appear to function together to repress class I KNOX gene expression.","AT1G03770"
"AT1G03780.3",947520,951827,"-","1","targeting protein for XKLP2","Homolog of vertebrate TPX2. Protein has three domains involved in nuclear targeting, one in nuclear export and two in microtubule binding. Involved in mitotic spindle assembly during late prophase and early prometaphase.","AT1G03780"
