"chromosome"	"transcript_start"	"transcript_end"	"strand"	"name"	"short_description"
1	2629374	2630050	+	LOC_Os01g05520	"expressed protein"
1	2632554	2638081	+	LOC_Os01g05530	"expressed protein"
1	2640937	2644665	-	LOC_Os01g05540	"expressed protein"
1	2651134	2651589	-	LOC_Os01g05550	"expressed protein"
1	2652648	2655639	+	LOC_Os01g05560	"expressed protein"
1	2660822	2661301	+	LOC_Os01g05570	"expressed protein"
1	2663539	2664072	-	LOC_Os01g05580	"Exo70 exocyst complex subunit family, putative, expressed"
1	2665412	2666458	-	LOC_Os01g05585	"metallothionein, putative, expressed"
1	2669952	2672924	-	LOC_Os01g05600	"NBS-LRR disease resistance protein, putative, expressed"
1	2674400	2675373	+	LOC_Os01g05610	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
1	2682019	2684988	-	LOC_Os01g05620	"NBS-LRR disease resistance protein, putative, expressed"
1	2686729	2687700	+	LOC_Os01g05630	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
1	2688623	2692186	-	LOC_Os01g05640	"receptor-like protein kinase 5 precursor, putative, expressed"
1	2693134	2695085	-	LOC_Os01g05650	"metallothionein, putative, expressed"
1	2698928	2704553	-	LOC_Os01g05660	"expressed protein"
1	2707498	2711428	-	LOC_Os01g05670	"3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed"
1	2713412	2716075	+	LOC_Os01g05680	"geranylgeranyl transferase type-1 subunit beta, putative, expressed"
1	2719212	2720873	+	LOC_Os01g05694	"expressed protein"
1	2722518	2724797	+	LOC_Os01g05710	"expressed protein"
1	2728135	2730972	+	LOC_Os01g05720	"expressed protein"
1	2742507	2747439	+	LOC_Os01g05744	"expressed protein"
1	2752218	2753012	+	LOC_Os01g05760	"PAS2, putative, expressed"
1	2753790	2757078	+	LOC_Os01g05770	"expressed protein"
1	2765773	2768644	+	LOC_Os01g05790	"SLT1 protein, putative, expressed"
1	2770140	2774609	+	LOC_Os01g05800	"inner membrane protein, putative, expressed"
1	2776973	2781775	+	LOC_Os01g05810	"gamma-glutamyltranspeptidase 1 precursor, putative, expressed"
1	2783189	2790454	+	LOC_Os01g05820	"gamma-glutamyltranspeptidase 1 precursor, putative, expressed"
1	2791224	2795865	+	LOC_Os01g05830	"expressed protein"
1	2800436	2803742	+	LOC_Os01g05840	"oxidoreductase, short chain dehydrogenase/reductase family domain containing family, expressed"
1	2803779	2804844	-	LOC_Os01g05850	"expressed protein"
1	2805584	2808152	+	LOC_Os01g05860	"PPR repeat domain containing protein, putative, expressed"
1	2810313	2815017	+	LOC_Os01g05870	"receptor kinase, putative, expressed"
1	2815175	2816401	-	LOC_Os01g05880	"OsFBX1 - F-box domain containing protein, expressed"
1	2817650	2818897	-	LOC_Os01g05890	"OsFBX2 - F-box domain containing protein, expressed"
1	2820036	2838580	-	LOC_Os01g05900	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
1	2830325	2836425	+	LOC_Os01g05940	"receptor kinase, putative, expressed"
1	2839934	2843514	+	LOC_Os01g05960	"receptor kinase, putative, expressed"
1	2844429	2858134	-	LOC_Os01g05970	"OsFBO1 - F-box and other domain containing protein, expressed"
1	2851954	2855225	+	LOC_Os01g05980	"receptor kinase, putative, expressed"
1	2862560	2867272	-	LOC_Os01g06000	"PPR repeat containing protein, expressed"
1	2872110	2872988	+	LOC_Os01g06010	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
1	2877647	2882686	+	LOC_Os01g06020	"aspartyl-tRNA synthetase, putative, expressed"
1	2885425	2886301	+	LOC_Os01g06030	"expressed protein"
1	2887060	2888434	-	LOC_Os01g06040	"expressed protein"
1	2892920	2894707	-	LOC_Os01g06050	"expressed protein"
1	2896685	2898069	+	LOC_Os01g06060	"gibberellin receptor GID1L2, putative, expressed"
1	2899038	2899896	-	LOC_Os01g06070	"expressed protein"
1	2901602	2903619	-	LOC_Os01g06080	"expressed protein"
1	2907052	2907920	-	LOC_Os01g06090	"expressed protein"
1	2920425	2921319	-	LOC_Os01g06120	"expressed protein"
1	2922643	2925024	+	LOC_Os01g06130	"expressed protein"
1	2925935	2928765	+	LOC_Os01g06140	"expressed protein"
1	2930802	2932892	+	LOC_Os01g06150	"expressed protein"
1	2954514	2955504	-	LOC_Os01g06210	"gibberellin receptor GID1L2, putative, expressed"
1	2957066	2958443	-	LOC_Os01g06220	"gibberellin receptor GID1L2, putative, expressed"
1	2961194	2961469	+	LOC_Os01g06230	"OsSAUR1 - Auxin-responsive SAUR gene family member, expressed"
1	2962422	2964917	-	LOC_Os01g06240	"protein kinase, putative, expressed"
1	2966324	2967346	+	LOC_Os01g06250	"dirigent, putative, expressed"
1	2969154	2970731	+	LOC_Os01g06260	"expressed protein"
1	2971125	2979313	-	LOC_Os01g06270	"expressed protein"
1	2982483	2986968	+	LOC_Os01g06280	"TKL_IRAK_CrRLK1L-1.4 - The CrRLK1L-1 subfamily has homology to the CrRLK1L homolog, expressed"
1	2985356	2989299	-	LOC_Os01g06290	"splicing factor, arginine/serine-rich, putative, expressed"
1	2999576	3001204	+	LOC_Os01g06310	"glycine-rich cell wall structural protein precursor, putative, expressed"
1	3003658	3005728	-	LOC_Os01g06320	"MYB family transcription factor, putative, expressed"
1	3013892	3014751	-	LOC_Os01g06340	"expressed protein"
1	3015845	3016417	-	LOC_Os01g06350	"expressed protein"
1	3025830	3026390	-	LOC_Os01g06370	"expressed protein"
1	3026813	3028081	+	LOC_Os01g06380	"expressed protein"
1	3030594	3031163	-	LOC_Os01g06390	"expressed protein"
1	3031479	3033009	+	LOC_Os01g06400	"expressed protein"
1	3034228	3034788	-	LOC_Os01g06410	"expressed protein"
1	3035059	3035691	+	LOC_Os01g06420	"expressed protein"
1	3036471	3037289	-	LOC_Os01g06430	"expressed protein"
1	3037689	3039157	+	LOC_Os01g06440	"expressed protein"
1	3039298	3041232	+	LOC_Os01g06450	"glycosyltransferase family 43 protein, putative, expressed"
1	3041412	3044348	-	LOC_Os01g06454	"heat shock protein DnaJ, putative, expressed"
1	3044483	3047221	+	LOC_Os01g06460	"uncharacterized Cys-rich domain containing protein, putative, expressed"
1	3047504	3051989	+	LOC_Os01g06470	"expressed protein"
1	3054465	3057198	+	LOC_Os01g06490	"OsSCP1 - Putative Serine Carboxypeptidase homologue, expressed"
1	3058543	3059717	-	LOC_Os01g06500	"PHLOEM 2-LIKE A5, putative, expressed"
1	3060994	3066189	+	LOC_Os01g06510	"arginyl-tRNA synthetase, putative, expressed"
1	3067323	3071243	-	LOC_Os01g06520	"verticillium wilt disease resistance protein, putative, expressed"
1	3083395	3084568	-	LOC_Os01g06540	"PHD finger protein, putative, expressed"
1	3085406	3090887	-	LOC_Os01g06550	"NF-X1-type zinc finger protein, putative, expressed"
1	3091123	3092865	-	LOC_Os01g06560	"transcription factor HBP-1b, putative, expressed"
1	3095210	3095930	+	LOC_Os01g06570	"expressed protein"
1	3097346	3098527	-	LOC_Os01g06580	"fasciclin domain containing protein, expressed"
1	3099428	3105235	-	LOC_Os01g06590	"zinc finger, C3HC4 type domain containing protein, expressed"
1	3108117	3113963	-	LOC_Os01g06600	"glutaryl-CoA dehydrogenase, mitochondrial precursor, putative, expressed"
1	3122888	3124069	+	LOC_Os01g06620	"expressed protein"
1	3124351	3125325	-	LOC_Os01g06630	"small hydrophilic plant seed protein, putative, expressed"
1	3128992	3130722	+	LOC_Os01g06640	"basic helix-loop-helix, putative, expressed"
1	3136104	3140217	-	LOC_Os01g06660	"thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed"
1	3143601	3146812	-	LOC_Os01g06670	"hcr2-5D, putative, expressed"
1	3176544	3179602	+	LOC_Os01g06720	"disease resistance protein SlVe2 precursor, putative, expressed"
1	3181950	3185346	+	LOC_Os01g06730	"verticillium wilt disease resistance protein, putative, expressed"
1	3188757	3190330	-	LOC_Os01g06740	"ribosome inactivating protein, putative, expressed"
1	3196986	3200010	+	LOC_Os01g06750	"verticillium wilt disease resistance protein precursor, putative, expressed"
1	3201223	3204252	+	LOC_Os01g06760	"verticillium wilt disease resistance protein Ve2, putative, expressed"
1	3222303	3226257	+	LOC_Os01g06790	"disease resistance protein, putative, expressed"
1	3235987	3237799	+	LOC_Os01g06820	"hcr2-0B, putative, expressed"
1	3241127	3243315	+	LOC_Os01g06836	"disease resistance protein SlVe2 precursor, putative, expressed"
1	3251204	3252724	+	LOC_Os01g06870	"resistance protein SlVe1 precursor, putative, expressed"
1	3256822	3257901	+	LOC_Os01g06876	"Cf-2, putative, expressed"
1	3257944	3258893	+	LOC_Os01g06882	"expressed protein"
1	3259438	3262454	+	LOC_Os01g06890	"leucine-rich repeat family protein, putative, expressed"
1	3272839	3276416	+	LOC_Os01g06900	"verticillium wilt disease resistance protein Ve2, putative, expressed"
1	3277305	3277805	-	LOC_Os01g06910	"expressed protein"
1	3282976	3286357	+	LOC_Os01g06920	"resistance protein SlVe1 precursor, putative, expressed"
1	3288323	3288890	-	LOC_Os01g06940	"POEI33 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
1	3289733	3290197	+	LOC_Os01g06950	"expressed protein"
1	3290761	3291611	-	LOC_Os01g06960	"POEI34 - Pollen Ole e I allergen and extensin family protein precursor, putative, expressed"
1	3292985	3293489	-	LOC_Os01g06970	"hypothetical protein"
1	3294624	3295212	-	LOC_Os01g06980	"POEI35 - Pollen Ole e I allergen and extensin family protein precursor, putative, expressed"
1	3297850	3298410	-	LOC_Os01g06990	"POEI36 - Pollen Ole e I allergen and extensin family protein precursor, putative, expressed"
1	3300442	3301010	-	LOC_Os01g07000	"POEI37 - Pollen Ole e I allergen and extensin family protein precursor, putative, expressed"
1	3303523	3304092	-	LOC_Os01g07010	"POEI38 - Pollen Ole e I allergen and extensin family protein precursor, putative, expressed"
1	3306319	3306894	-	LOC_Os01g07020	"POEI39 - Pollen Ole e I allergen and extensin family protein precursor, putative, expressed"
1	3312462	3313273	-	LOC_Os01g07030	"POEI40 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
1	3315002	3315609	-	LOC_Os01g07040	"POEI41 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
1	3317554	3318111	-	LOC_Os01g07050	"POEI42 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
1	3320451	3321035	-	LOC_Os01g07060	"POEI43 - Pollen Ole e I allergen and extensin family protein precursor, putative, expressed"
1	3332952	3336075	-	LOC_Os01g07090	"5-azacytidine resistance protein azr1, putative, expressed"
1	3336408	3342886	+	LOC_Os01g07100	"expressed protein"
1	3345203	3355066	-	LOC_Os01g07110	"BRCA2 repeat family protein, expressed"
1	3356383	3361204	+	LOC_Os01g07120	"AP2 domain containing protein, expressed"
1	3358521	3360676	-	LOC_Os01g07130	"expressed protein"
1	3361963	3367663	-	LOC_Os01g07140	"kelch repeat-containing protein, putative, expressed"
1	3376593	3377205	+	LOC_Os01g07150	"expressed protein"
1	3380727	3382058	-	LOC_Os01g07160	"OsFBX3 - F-box domain containing protein, expressed"
1	3386907	3390756	-	LOC_Os01g07170	"HORMA domain containing protein, putative, expressed"
1	3391757	3393011	-	LOC_Os01g07180	"expressed protein"
1	3395762	3396310	+	LOC_Os01g07190	"expressed protein"
1	3397337	3400518	+	LOC_Os01g07200	"staphylococcal nuclease homologue, putative, expressed"
1	3401288	3407358	+	LOC_Os01g07212	"staphylococcal nuclease homologue, putative, expressed"
1	3414659	3415986	-	LOC_Os01g07240	"expressed protein"
1	3422011	3425559	+	LOC_Os01g07250	"saposin-like type B, region 1 family protein, putative, expressed"
1	3425737	3429654	-	LOC_Os01g07260	"expressed protein"
1	3431606	3435618	-	LOC_Os01g07280	"disease resistance protein, putative, expressed"
1	3445159	3446607	+	LOC_Os01g07300	"uncharacterized 50.6 kDa protein in the 5region of gyrA and gyrB, putative, expressed"
1	3446936	3450222	-	LOC_Os01g07310	"transporter-related, putative, expressed"
1	3455254	3456059	+	LOC_Os01g07320	"expressed protein"
1	3456200	3464954	-	LOC_Os01g07330	"expressed protein"
1	3465634	3467520	-	LOC_Os01g07340	"pentatricopeptide, putative, expressed"
1	3473760	3477924	-	LOC_Os01g07360	"KIP1, putative, expressed"
1	3478537	3478980	-	LOC_Os01g07364	"expressed protein"
1	3479338	3484579	-	LOC_Os01g07370	"KIP1, putative, expressed"
1	3489310	3491991	-	LOC_Os01g07376	"thioredoxin, putative, expressed"
1	3493219	3496598	-	LOC_Os01g07382	"expressed protein"
1	3501094	3504833	+	LOC_Os01g07390	"zinc finger, C3HC4 type family protein, expressed"
1	3505665	3510531	+	LOC_Os01g07400	"WD40-like domain containing protein, putative, expressed"
1	3511835	3515902	+	LOC_Os01g07410	"growth regulator related protein, putative, expressed"
1	3516658	3519175	-	LOC_Os01g07420	"hydrolase, alpha/beta fold family protein, putative, expressed"
1	3520778	3521976	-	LOC_Os01g07430	"myb-like DNA-binding domain containing protein, putative, expressed"
1	3532859	3533749	+	LOC_Os01g07450	"MYB family transcription factor, putative, expressed"
1	3536083	3536467	+	LOC_Os01g07460	"conserved hypothetical protein"
1	3540841	3541272	+	LOC_Os01g07470	"hypothetical protein"
1	3551044	3553146	-	LOC_Os01g07480	"DUF260 domain containing protein, putative, expressed"
1	3559732	3574280	-	LOC_Os01g07490	"RST1, putative, expressed"
1	3577466	3581859	-	LOC_Os01g07500	"alliin lyase precursor, putative, expressed"
1	3587608	3587838	+	LOC_Os01g07510	"conserved hypothetical protein"
1	3591811	3596154	-	LOC_Os01g07520	"proline-rich family protein, putative, expressed"
1	3598418	3602211	-	LOC_Os01g07530	"uncharacterized glycosyltransferase, putative, expressed"
1	3610392	3615764	+	LOC_Os01g07540	"G-patch domain containing protein, expressed"
1	3616498	3619216	-	LOC_Os01g07550	"hypothetical protein"
1	3621211	3625356	+	LOC_Os01g07560	"receptor-like protein kinase 2 precursor, putative, expressed"
1	3633275	3639164	-	LOC_Os01g07570	"carboxyl-terminal proteinase, putative, expressed"
1	3645587	3650362	+	LOC_Os01g07590	"universal stress protein domain containing protein, putative, expressed"
1	3652273	3656479	+	LOC_Os01g07600	"expressed protein"
1	3661688	3664319	+	LOC_Os01g07610	"PPR repeat domain containing protein, putative, expressed"
1	3665042	3666046	-	LOC_Os01g07620	"expressed protein"
1	3667439	3673065	-	LOC_Os01g07630	"BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed"
1	3676303	3680660	-	LOC_Os01g07640	"ankyrin, putative, expressed"
1	3682143	3682364	+	LOC_Os01g07650	"expressed protein"
1	3682943	3687407	-	LOC_Os01g07660	"expressed protein"
1	3689940	3692705	-	LOC_Os01g07670	"expressed protein"
1	3694855	3695301	-	LOC_Os01g07680	"expressed protein"
1	3696142	3699805	-	LOC_Os01g07700	"expressed protein"
1	3702448	3704723	+	LOC_Os01g07710	"expressed protein"
1	3705420	3709016	-	LOC_Os01g07720	""
1	3711212	3713653	+	LOC_Os01g07730	"phosphate/phosphoenolpyruvate translocator-related protein, putative, expressed"
1	3720115	3723166	-	LOC_Os01g07750	"expressed protein"
1	3724314	3729284	-	LOC_Os01g07760	"phospholipase D, putative, expressed"
1	3732150	3733930	+	LOC_Os01g07770	"peroxidase precursor, putative, expressed"
1	3735829	3736828	+	LOC_Os01g07780	"embryo-specific 3, putative, expressed"
1	3737893	3740685	+	LOC_Os01g07790	"polygalacturonase, putative, expressed"
1	3737903	3742067	-	LOC_Os01g07800	"thiol-disulphide oxidoreductase DCC, putative, expressed"
1	3742694	3744539	-	LOC_Os01g07810	"protein of unknown function domain containing protein, expressed"
1	3779634	3782004	+	LOC_Os01g07850	"glyoxalase family protein, putative, expressed"
1	3804528	3811030	+	LOC_Os01g07870	"ABC transporter family protein, putative, expressed"
1	3811149	3812069	-	LOC_Os01g07880	"transcription factor HY5, putative, expressed"
1	3818046	3818774	-	LOC_Os01g07890	"expressed protein"
1	3819067	3819782	-	LOC_Os01g07900	"expressed protein"
1	3820168	3824523	-	LOC_Os01g07910	"NADH-cytochrome b5 reductase, putative, expressed"
1	3827039	3830347	-	LOC_Os01g07920	"prolyl 4-hydroxylase, putative, expressed"
1	3830492	3831846	-	LOC_Os01g07930	"zinc finger C-x8-C-x5-C-x3-H type family protein, expressed"
1	3835129	3838211	-	LOC_Os01g07940	"AGC_PVPK_like_kin82y.3 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
1	3842753	3845541	+	LOC_Os01g07950	"OsGrx_S15.2 - glutaredoxin subgroup II, expressed"
1	3846181	3850245	-	LOC_Os01g07960	"acyl-protein thioesterase, putative, expressed"
1	3855046	3856060	-	LOC_Os01g07970	"expressed protein"
1	3858824	3861839	-	LOC_Os01g07980	"ankyrin, putative, expressed"
1	3870734	3874321	-	LOC_Os01g08000	""
1	3875761	3878459	+	LOC_Os01g08010	"expressed protein"
1	3878069	3900085	-	LOC_Os01g08020	"boron transporter protein, putative, expressed"
1	3901384	3901836	+	LOC_Os01g08050	"hypothetical protein"
1	3917918	3920458	+	LOC_Os01g08090	"flavonol-3-O-glycoside-7-O-glucosyltransferase 1, putative, expressed"
1	3921356	3923134	+	LOC_Os01g08100	"flavonol-3-O-glycoside-7-O-glucosyltransferase 1, putative, expressed"
1	3924363	3926556	+	LOC_Os01g08110	"flavonol-3-O-glycoside-7-O-glucosyltransferase 1, putative, expressed"
1	3927450	3929447	-	LOC_Os01g08120	"pentatricopeptide, putative, expressed"
1	3932329	3933352	+	LOC_Os01g08130	"phototropic-responsive NPH3 family protein, putative, expressed"
1	3937749	3938912	+	LOC_Os01g08140	"phototropic-responsive NPH3 family protein, putative, expressed"
1	3939131	3942405	-	LOC_Os01g08150	"expressed protein"
1	3953039	3955491	+	LOC_Os01g08160	"MYB family transcription factor, putative, expressed"
1	3958210	3962125	+	LOC_Os01g08170	"expressed protein"
1	3962465	3963568	-	LOC_Os01g08180	"BRASSINAZOLE-RESISTANT 2, putative, expressed"
1	3975902	3984922	+	LOC_Os01g08190	"transcriptional corepressor LEUNIG, putative, expressed"
1	3986612	3995398	+	LOC_Os01g08200	"ubiquitin carboxyl-terminal hydrolase 14, putative, expressed"
1	4003659	4004946	-	LOC_Os01g08220	"gibberellin 3-beta-dioxygenase 2-2, putative, expressed"
1	4023146	4023442	-	LOC_Os01g08240	"hypothetical protein"
1	4033751	4037473	-	LOC_Os01g08260	"pleiotropic drug resistance protein 4, putative, expressed"
1	4051856	4057690	-	LOC_Os01g08270	"aminotransferase, classes I and II, domain containing protein, expressed"
1	4059510	4063190	+	LOC_Os01g08280	"expressed protein"
1	4063704	4066374	+	LOC_Os01g08290	"transmembrane protein, putative, expressed"
1	4066623	4067218	-	LOC_Os01g08300	"expressed protein"
1	4068617	4070372	-	LOC_Os01g08310	"serine/threonine protein phosphatase 2A 59 kDa regulatory subunit Bgamma isoform, putative, expressed"
1	4073676	4076438	-	LOC_Os01g08320	"OsIAA1 - Auxin-responsive Aux/IAA gene family member, expressed"
1	4081316	4082680	+	LOC_Os01g08330	"aspartic proteinase nepenthesin-1 precursor, putative, expressed"
1	4091068	4094859	+	LOC_Os01g08340	"zinc finger family protein, putative, expressed"
1	4095856	4096249	+	LOC_Os01g08350	"ATP synthase subunit alpha, mitochondrial, putative, expressed"
